id,label,degree,3d_x,3d_y,3d_z,2d_x,2d_y
1954,8.0,3,-328.470581,359.654053,-20.760267,358.694733,-84.171265
818,9.0,3,132.042084,125.519791,-248.871902,-58.877808,-323.053314
806,8.0,3,-211.33667,56.92437,-29.640354,40.452923,50.2892
1028,4.0,4,102.422546,155.593079,74.413452,-147.652115,-297.330383
686,7.0,7,-20.71821,257.82724,-30.979111,20.651577,-284.432983
10,7.0,4,116.378967,-79.348602,85.173126,-360.203674,-169.804245
163,1.0,4,-328.15921,574.841125,-137.42923,524.457642,-238.988998
239,6.0,5,-440.587921,-352.793396,159.233292,-314.104523,320.602356
1208,3.0,4,-509.687836,73.846985,330.20578,210.980148,426.187347
1086,3.0,3,-418.783264,167.278152,324.971802,237.642883,333.819672
1507,0.0,3,-425.773163,-360.658539,-252.120773,-268.384644,456.22699
599,7.0,4,32.441528,256.061035,-287.220123,81.60775,-363.442474
278,0.0,3,-465.220581,-278.311768,16.445398,-141.435608,458.773804
268,1.0,6,-143.111908,613.834656,36.093811,415.815735,-432.373596
701,5.0,9,-447.113342,37.059151,169.608063,170.039688,287.216064
74,8.0,4,-314.005981,143.142471,75.677872,167.313141,132.018692
1643,9.0,4,50.891548,281.750793,-42.484261,44.319332,-355.200256
687,7.0,6,-111.040298,209.922775,-80.902611,38.921749,-195.574615
1107,0.0,4,-482.046295,-385.310577,-2.234898,-214.624191,552.667847
770,7.0,3,-49.277576,290.552704,-221.538879,143.415283,-305.220276
189,8.0,9,-303.441864,216.610062,-167.847961,252.295761,-64.486168
901,6.0,5,-240.841431,-597.171143,280.066162,-647.817505,339.004547
1911,8.0,3,-324.808105,61.542492,-345.565216,120.238266,39.854069
80,2.0,7,-338.011169,194.800491,-222.120605,180.663483,-55.696701
660,6.0,6,-337.460205,-525.801453,177.580002,-503.927521,408.270538
1289,1.0,3,-148.988998,383.719879,79.187706,233.061539,-233.117065
136,4.0,6,122.191399,-110.648224,75.546127,-381.32309,-141.608688
209,2.0,3,-410.931244,-201.259216,63.487858,-113.173378,380.18866
1789,1.0,5,-403.249695,209.115128,-432.059113,296.016052,-50.061337
933,6.0,6,-442.606079,-404.906189,147.828644,-336.869263,405.337799
1959,0.0,3,-504.809326,-456.278839,-173.96608,-290.948425,603.621277
688,6.0,3,-297.635681,-510.554413,224.99295,-522.147278,346.326752
396,5.0,3,-178.345413,70.874344,261.777069,-23.129065,86.90731
1762,4.0,7,86.927223,-152.429886,28.312563,-401.461395,-110.167183
679,5.0,4,-421.767822,6.005983,294.607452,107.368416,358.085022
1685,7.0,3,149.411057,28.715336,166.268143,-314.691833,-261.965759
975,5.0,3,-450.476196,-194.062668,101.445107,-72.378319,407.697296
20,2.0,7,-402.307343,47.835136,-319.385712,32.665787,39.879005
453,1.0,5,-288.360931,570.255371,-126.293465,501.097351,-275.688599
627,4.0,4,130.13266,-18.825193,96.574753,-323.83371,-209.989227
1625,2.0,4,-403.766266,118.196793,-191.281479,124.714256,46.851349
1532,6.0,6,-356.208832,-407.715179,216.486755,-401.6297,317.917664
1094,7.0,5,3.70247,220.627991,-242.836319,63.981293,-305.077393
722,0.0,4,-393.007843,-227.472183,-256.913452,-152.657684,327.449432
315,8.0,3,-173.685715,193.323135,-242.243408,112.910622,-163.362991
1355,9.0,4,206.773987,17.270153,154.585861,-353.764038,-297.403809
1551,3.0,4,-511.431671,122.883797,260.986542,274.085968,371.645081
804,4.0,3,67.600204,71.982338,-346.321014,-37.514492,-250.700104
747,7.0,8,96.91494,279.479736,-66.214127,-30.540716,-400.868866
1499,8.0,3,-303.34433,104.452423,-45.010475,166.703537,71.840485
1004,0.0,8,-511.758942,-455.982483,-112.509789,-269.240326,622.179321
1653,8.0,3,-404.625824,124.372986,-27.78668,244.809326,141.157486
1794,8.0,6,-383.176575,131.63205,-54.439034,233.504166,114.670425
1382,2.0,4,-386.039948,109.109955,-322.756226,70.915878,-7.295993
1586,4.0,4,76.328239,-31.962288,-186.511093,-192.588379,-179.954544
642,2.0,4,-379.721375,-237.382202,-326.806824,-188.611633,286.843903
730,5.0,4,-106.096466,6.23709,126.697884,-111.574509,-7.803896
1485,3.0,4,-423.635162,161.785034,341.460632,230.337524,349.844421
1918,5.0,3,-382.154968,-41.150047,216.755661,56.636436,286.196838
1580,0.0,4,-445.533051,-394.30368,-278.700165,-292.832031,492.314117
1298,1.0,3,-100.677238,465.22049,191.512054,271.388824,-414.119354
1616,5.0,3,-468.933075,-82.495644,213.741623,54.1567,435.328766
1920,1.0,5,-306.941071,442.669159,-228.290451,444.105133,-163.435928
1002,4.0,5,152.834152,-95.672775,83.396332,-389.883453,-173.527847
1014,3.0,5,-275.531799,9.144532,-324.35788,35.515854,-4.070683
1687,4.0,4,122.470192,-186.19104,41.492874,-451.348022,-113.136162
1157,0.0,3,-509.325806,-492.507874,-98.812462,-294.285309,647.669128
794,1.0,6,-255.753159,517.398438,-151.19606,445.206818,-271.279785
1273,8.0,4,-307.140137,229.857132,-242.267319,273.781677,-73.871048
1363,8.0,3,-471.27475,92.498184,86.170113,241.551834,264.581085
354,6.0,3,-215.491394,-535.086121,255.086761,-600.387817,290.211212
1074,6.0,6,-452.118622,-404.627258,237.632523,-361.378021,370.650269
271,0.0,4,-473.190887,-241.025009,76.917336,-159.04454,332.453125
504,9.0,3,189.748459,-115.086586,137.801758,-451.571045,-212.529922
1259,5.0,4,-468.301727,-60.77914,267.318115,61.129555,411.830902
1962,4.0,4,89.747635,6.471903,-160.397675,-173.140808,-211.637283
1011,4.0,3,109.316498,-10.868068,96.401939,-293.186188,-185.23111
59,6.0,6,-353.548279,-281.336487,207.251312,-242.056564,306.271545
781,7.0,7,47.443562,285.607056,-153.777771,34.742329,-375.2612
176,0.0,9,-466.060333,-344.455414,-197.704727,-228.779114,484.628937
1537,3.0,4,-493.950104,29.993963,328.42392,160.158478,446.338837
88,6.0,5,-426.978394,-372.100311,193.054413,-312.461243,382.706696
302,1.0,8,-310.710632,275.316406,-382.828247,326.015747,-131.501877
1445,5.0,6,-251.024323,20.869314,-313.788788,62.622421,-33.698528
418,5.0,5,-363.740936,42.654278,11.944079,143.366348,155.622925
1130,9.0,5,59.146412,-165.984604,35.321632,-400.819519,-85.667122
1096,0.0,6,-396.356812,-349.926849,-308.070068,-273.404327,411.907867
317,5.0,4,-367.863739,-4.145496,228.496979,85.885971,272.89212
1729,7.0,3,179.088226,223.384308,110.433861,-203.97879,-427.696686
1898,7.0,3,-159.290039,168.51123,-115.350609,51.093071,-143.116531
1010,5.0,4,-370.213745,3.359257,227.212433,95.611847,269.981995
1684,1.0,3,-211.853607,602.221497,168.066635,447.872162,-415.886536
502,4.0,5,131.139908,-14.443167,-288.54126,-156.077286,-229.826721
1442,0.0,3,-372.823822,-347.574829,-324.797119,-278.590515,384.315125
93,2.0,5,-468.530792,239.18895,-204.720139,307.743927,10.881293
1186,1.0,5,-39.215698,702.006226,225.873138,406.927338,-633.166809
1497,7.0,5,86.045258,306.642517,-313.030182,82.534927,-436.091888
681,3.0,3,-4.46931,89.769913,-5.109732,-125.237106,-183.897888
1605,8.0,4,-415.186737,122.457466,270.389069,181.21994,308.155945
1649,4.0,4,170.955734,-51.421177,134.801071,-385.396301,-224.838776
1736,4.0,7,122.946114,-19.324533,64.584389,-306.021759,-202.409332
1181,0.0,5,-501.499603,-441.984467,-138.442245,-272.098694,595.636414
1693,6.0,3,-222.081329,-577.63147,274.500092,-639.839539,315.585358
937,1.0,4,54.111996,674.534302,263.898193,316.11972,-689.424316
1314,9.0,5,34.096455,160.722977,-248.945602,31.85601,-270.646973
1957,1.0,3,-274.712158,605.029419,-103.035927,504.353363,-304.248108
1578,8.0,3,-353.544678,217.270325,-38.855053,261.923737,40.662891
434,1.0,8,-303.314545,643.095337,41.932468,544.591003,-341.496674
234,5.0,4,-360.960205,-9.562335,213.831696,71.000519,260.077881
695,7.0,7,99.960274,26.967949,172.300613,-301.134369,-231.64595
1245,6.0,3,-405.740875,-448.761353,202.21312,-414.485321,369.765717
1069,4.0,6,122.277992,132.041641,115.534142,-194.886047,-296.931274
377,0.0,5,-465.137878,-326.946198,-33.44083,-184.912659,499.865082
1638,1.0,4,-381.548584,768.891479,-130.709274,741.846069,-290.077026
745,7.0,6,-81.558792,232.803589,-125.572975,60.374897,-236.341263
1053,5.0,3,-439.049835,-43.100525,287.029388,77.355415,372.568542
1029,5.0,3,-207.645889,139.927689,-85.055489,136.993851,-75.767601
894,1.0,9,-297.076599,378.885986,-404.634125,414.494873,-176.851349
807,1.0,5,-312.477112,286.305847,-391.409698,339.946869,-137.003555
46,3.0,5,-533.224121,158.751282,185.800232,336.156097,330.161926
111,9.0,10,107.539932,-158.709045,88.867577,-428.247833,-122.74482
526,3.0,5,-189.355865,6.19546,82.227127,-72.748535,50.584621
1192,7.0,3,-355.540649,262.33728,-418.598663,340.499481,-104.734596
1207,1.0,3,-248.87738,662.878967,-58.934071,541.507385,-383.834686
1342,2.0,6,-427.491913,-3.246768,-324.642242,5.984124,97.043205
658,2.0,3,-383.915833,248.338943,-201.110916,267.275177,-51.691963
78,2.0,4,-342.553864,214.477646,-200.935287,191.362976,-60.164345
51,4.0,8,35.668541,-56.354847,53.537979,-268.218903,-120.021324
1253,3.0,4,-435.914703,140.771698,360.640167,214.962891,374.854797
1796,8.0,3,-454.078186,-68.912155,-48.663475,20.207836,208.669052
902,6.0,6,-242.657104,-554.039001,255.294769,-604.107788,321.225983
1714,9.0,4,154.279526,3.74175,72.365036,-309.572723,-243.636292
616,4.0,6,134.518311,-46.409035,95.323837,-346.918304,-194.033875
1526,9.0,7,34.063595,167.050827,-258.067993,37.599667,-278.014496
477,1.0,5,-328.656677,551.407532,-277.758911,558.863098,-178.646439
273,6.0,5,-323.760742,-382.888397,200.873016,-363.190643,326.858521
1850,0.0,4,-477.312897,-477.796844,-224.552643,-331.177643,584.168701
505,9.0,4,175.129944,-118.956528,125.306129,-441.014832,-198.086731
1777,7.0,4,45.42551,273.247528,-165.107666,35.721275,-355.512177
1356,0.0,3,-488.842957,-497.088074,-266.567657,-352.338654,600.5578
1291,3.0,3,-390.22879,170.651047,234.318863,229.209396,253.174576
1522,7.0,5,13.52866,239.460495,-300.943054,78.203987,-338.610352
980,0.0,4,-425.362305,-222.669922,-205.669952,-135.12883,348.312225
410,2.0,6,-140.194138,175.590439,-108.879807,47.364254,-164.92247
1332,7.0,4,160.43988,199.180695,129.954865,-215.715912,-398.401154
1786,1.0,3,-327.340271,530.156677,-319.375732,546.166748,-177.956833
665,4.0,4,86.496819,128.301666,-18.15177,-139.476608,-275.536407
416,1.0,3,-323.858612,493.443359,-331.717621,513.832764,-167.288528
1200,0.0,3,-477.535614,-556.59729,-173.310974,-392.071259,643.215393
1607,7.0,3,-6.388933,268.032104,-270.434875,101.877525,-332.853271
1718,6.0,6,-246.059769,-422.929443,182.022171,-464.463623,270.163879
13,4.0,4,116.748528,16.456465,111.81472,-280.336609,-211.241455
1699,0.0,5,-426.190399,-371.556061,-268.01236,-278.652069,462.475067
253,2.0,3,-382.09079,-55.716652,-375.533325,-48.225506,104.283043
385,9.0,5,152.062363,155.101501,-213.747238,-59.502789,-355.567291
637,8.0,5,-304.456787,192.001724,166.631973,179.212494,148.816956
76,8.0,3,-205.729568,202.161499,64.038284,135.435104,-20.191549
953,4.0,3,160.684799,-200.024704,58.215,-486.726044,-131.788727
1895,0.0,5,-504.10379,-449.351379,-80.281265,-259.851135,615.802734
713,4.0,5,-197.420837,-62.773808,142.928986,-113.984535,102.956787
1144,2.0,5,-25.0035,60.296661,-14.807804,-145.375992,-164.141373
1126,9.0,4,127.720306,-91.256302,77.122246,-374.99942,-170.499405
1452,5.0,5,-311.772858,77.035591,52.886456,145.231995,116.462143
1628,5.0,4,110.196732,60.359459,42.307228,-209.225662,-239.326721
588,6.0,3,-459.616821,-359.921753,209.271362,-309.997009,353.268585
1744,1.0,3,-166.503403,606.303284,113.253593,413.507233,-456.984589
1321,9.0,4,0.257768,94.213951,82.56575,-127.999542,-157.516113
1264,4.0,4,-319.467102,-115.444565,88.901199,-84.369354,185.867386
1631,4.0,5,83.537361,-165.016113,22.653076,-408.368988,-99.564636
1595,3.0,3,-456.312164,136.612411,166.129257,248.502701,261.441437
461,9.0,12,185.124649,65.184158,11.534327,-251.016434,-308.362823
1323,9.0,3,44.225002,155.607391,-228.809509,19.20211,-267.542114
1619,0.0,5,-410.345581,-308.915405,82.981415,-208.189911,424.162842
654,8.0,4,-13.38345,143.977737,-70.465736,-17.874132,-189.586761
1470,3.0,3,-346.622864,114.005592,221.507339,160.080704,218.349823
1868,0.0,3,-509.484009,-555.083862,-131.434128,-354.654144,683.059326
331,7.0,4,-166.360291,210.642548,-237.731857,138.03656,-179.769196
845,7.0,6,-32.109543,248.489212,-165.29953,64.363464,-286.025604
885,7.0,3,3.238935,262.158142,-309.929718,95.119705,-341.91864
142,7.0,5,165.588425,307.223633,-314.153809,38.750092,-486.642548
1303,1.0,5,-276.626923,587.933167,78.759895,493.178986,-350.952881
1755,9.0,3,170.595001,50.197372,-21.948233,-239.470245,-290.826324
538,0.0,7,-491.210388,-438.730133,-184.219772,-286.42453,577.987366
863,3.0,3,-495.425995,160.602112,175.789703,310.503571,297.899414
710,2.0,8,-409.062927,46.533508,-344.702332,28.743402,39.965744
1988,9.0,3,152.238815,-97.396339,173.347977,-415.072327,-182.221176
1493,2.0,4,-350.743347,96.848473,-306.635101,85.94265,-6.659493
856,1.0,4,-226.181671,667.433838,-20.833406,511.700592,-385.474915
263,6.0,3,-317.508667,-604.498169,183.312103,-589.562439,429.78833
451,1.0,6,-372.556793,713.483093,-215.264099,698.235291,-246.709137
66,8.0,3,-501.420807,-312.509308,29.095306,-137.750397,554.920288
1975,5.0,4,-285.499573,52.012375,-260.3797,139.604721,-27.218025
1504,1.0,6,-367.288727,573.601868,-242.485001,596.212402,-172.353104
1159,9.0,3,0.055052,191.689362,-321.274841,90.293457,-284.718842
535,8.0,7,-384.477997,6.439256,276.497467,85.109413,315.331726
519,1.0,5,-89.528336,701.40802,164.006577,449.469452,-572.553528
1983,6.0,3,-404.365204,-151.290222,188.55954,-60.121387,318.425079
1982,6.0,4,-219.602066,-569.052124,269.983795,-631.83667,309.74646
1545,9.0,5,99.023735,95.405815,-271.768982,-51.807095,-280.957794
1195,9.0,7,22.273962,103.681519,-194.432083,-25.561579,-221.397034
1415,3.0,7,-377.0159,145.991486,218.033493,188.196609,230.318604
1837,6.0,4,-359.943878,-420.679077,156.657272,-392.985931,358.302155
112,9.0,3,141.708282,-156.87944,95.721893,-447.916351,-150.528915
869,1.0,5,-341.196136,295.994446,-406.90741,368.968964,-119.979355
84,1.0,5,-353.595001,642.598816,-124.003304,617.974243,-209.762909
561,4.0,5,-6.579024,30.8297,-213.934769,-70.636009,-161.685974
1379,4.0,3,117.032944,-25.784403,-149.849533,-218.375732,-206.461182
16,0.0,5,-485.493408,-396.208496,-177.158157,-256.906494,545.324402
191,8.0,4,-295.280823,661.200867,41.60038,550.69043,-360.684235
897,5.0,3,-448.904083,-67.173302,248.553329,63.25457,386.819733
472,7.0,4,99.845337,319.316467,-280.236938,69.279083,-451.219788
1013,8.0,3,-357.611481,140.067429,25.17503,214.845535,130.567078
1815,1.0,7,-94.287262,632.654297,204.520706,393.074921,-537.375366
1448,0.0,3,-458.703613,-187.433228,47.241756,-98.18293,316.72052
1038,5.0,3,-369.091614,-12.173055,247.662323,75.615341,286.908295
183,0.0,4,-382.431183,-404.001526,-203.074448,-323.267609,455.137756
1269,5.0,3,-349.449402,348.175079,-19.495733,368.37381,-74.596153
1800,6.0,3,-298.211884,-564.802185,245.883652,-582.025269,372.563965
167,7.0,3,77.692047,269.899078,-180.965424,27.304863,-397.086243
1538,4.0,6,136.906128,-135.314011,33.407162,-406.283508,-155.622253
1711,0.0,3,-494.217285,-479.584503,-179.96994,-317.340302,612.047302
149,4.0,6,161.563202,-166.008255,76.105988,-460.815063,-150.167999
706,2.0,3,-454.47934,183.171783,-259.651733,227.425049,2.1671
1258,7.0,6,-29.19919,207.703842,-308.693329,101.158279,-273.219727
680,5.0,4,-458.565765,-2.969826,264.049957,122.022636,388.728973
1788,2.0,5,-413.971313,69.548027,-304.846985,53.901726,31.555481
109,8.0,4,-403.651001,108.583359,-10.997914,227.422165,152.448914
515,5.0,3,-213.441605,122.257111,-34.695126,120.517822,-26.565481
476,8.0,3,-304.724335,95.921051,74.353096,107.160316,149.979752
36,5.0,3,-60.117435,115.117767,-71.407982,2.293476,-160.508804
1900,3.0,4,-256.004395,-8.396049,278.715454,-19.257147,200.200241
1922,7.0,5,151.102295,288.121124,30.96084,-107.375961,-440.668152
390,5.0,3,-449.483856,114.738029,64.298615,249.740021,207.983475
876,2.0,3,-428.246002,270.123596,-148.059418,313.307983,-7.046331
216,1.0,7,-359.076874,270.374146,-412.961731,353.516174,-102.273117
656,5.0,5,-344.383514,-45.428043,240.596252,19.960215,272.01944
26,4.0,6,48.746712,16.824581,-12.222136,-202.361298,-173.690231
500,4.0,4,167.747345,-21.200506,-2.596485,-306.704132,-245.961685
522,4.0,3,133.410065,95.208015,114.766708,-230.394363,-280.098907
619,6.0,3,-505.813843,-166.897171,-96.249336,-64.638512,285.3367
548,7.0,3,126.271553,280.896362,78.889099,-114.17746,-414.933563
1553,6.0,4,-433.126495,-407.163025,182.397964,-363.481934,357.827301
1742,2.0,3,-476.559082,129.733688,-283.766602,165.327316,39.463558
726,4.0,5,87.164749,19.67552,-341.718109,-85.674606,-224.609451
789,3.0,4,-407.792603,155.973373,298.380341,215.954376,310.743713
1948,6.0,3,-282.783936,-551.354004,251.391602,-576.844971,354.468597
1109,3.0,8,-417.555908,154.680649,272.136078,230.753494,295.899841
1104,4.0,5,-75.184189,31.980762,-150.501053,-57.86932,-116.088196
1436,9.0,5,12.798302,190.810196,-332.808868,101.832367,-298.304565
1565,7.0,4,86.615494,227.285446,-249.208328,22.306028,-366.631622
1422,4.0,3,99.342514,204.1483,-71.729614,-42.980755,-330.807007
1758,0.0,3,-511.1138,-440.847504,-102.955505,-255.3479,612.816833
1121,9.0,4,182.522247,-108.006203,100.701561,-427.671082,-207.029221
193,4.0,7,-50.500671,-15.086541,-144.017563,-116.808533,-92.211472
1263,3.0,4,-489.093506,57.332645,355.414978,179.522156,434.032501
1197,3.0,6,-544.355286,137.975845,172.528351,326.857056,327.811005
1676,8.0,3,-393.745087,226.07608,-448.949524,316.794128,-66.50087
1276,2.0,3,-397.570557,37.108437,-386.706543,64.218094,56.014019
988,2.0,3,-424.363434,83.320137,-349.281128,66.384415,28.320955
1533,8.0,7,-329.721466,167.597321,179.52832,174.015884,187.879272
1949,8.0,3,-363.241058,92.501411,285.237701,128.70018,274.297729
643,0.0,6,-427.773407,-274.975983,45.804604,-161.472549,431.889923
795,9.0,6,15.19316,148.67981,-178.97818,12.642438,-229.601089
798,1.0,4,-277.508118,531.520569,19.354389,426.402924,-312.012878
1834,0.0,6,-498.05661,-561.371399,-181.513763,-383.811554,661.986694
1199,7.0,3,67.298286,322.149597,-205.90535,60.900764,-425.06015
1883,7.0,4,17.162924,297.957153,-194.214386,94.86808,-364.985443
207,2.0,5,-272.158875,-123.321655,-391.63092,-130.654129,92.106049
248,6.0,9,-322.421631,-218.630859,194.243225,-182.915451,267.568573
1350,6.0,3,-326.298309,-531.396851,219.997314,-529.354858,379.72937
527,3.0,7,-194.476852,89.21003,188.913559,6.592481,79.808609
1226,7.0,5,8.103183,331.520691,-149.756531,99.162079,-382.300079
1623,1.0,4,-306.314514,320.57843,-228.144989,344.363861,-84.906807
1334,1.0,4,-62.885876,689.591675,208.172821,413.486267,-605.315308
1418,3.0,3,-171.072876,71.537964,217.857925,-27.604839,73.492851
1280,7.0,4,126.86084,53.993469,169.536484,-293.679077,-269.12326
196,6.0,7,-289.217773,-546.073853,232.67749,-560.251648,359.100494
1866,4.0,3,-36.695808,201.933304,-226.409454,81.263153,-247.015289
1336,7.0,5,32.812565,219.612305,-25.461868,-14.595538,-268.545746
298,3.0,15,-451.717865,136.244186,272.010162,237.549622,328.007721
1274,7.0,4,34.489021,228.706329,-336.755188,87.080254,-342.391205
1584,3.0,4,-480.539154,87.467621,169.91687,232.211151,314.408295
1902,4.0,3,85.448799,-68.831284,58.106655,-316.706329,-151.182281
257,3.0,3,-501.276001,164.124817,195.062698,315.178955,310.82074
417,1.0,6,-321.896118,513.63739,-329.102264,529.587219,-179.743301
481,4.0,5,78.58625,119.963524,-15.489037,-132.491776,-265.240845
579,3.0,3,-444.184784,116.883209,359.777496,202.420959,380.686676
423,6.0,5,-302.841675,-364.607605,204.432983,-382.582306,266.193085
1783,3.0,3,-396.43634,161.749207,246.784317,221.564499,263.675262
1001,3.0,3,-532.850525,111.459808,284.811157,273.645996,405.227936
146,3.0,4,-439.825745,133.238098,262.119293,227.942123,317.745209
1376,3.0,7,-454.638214,56.022808,361.944122,153.295898,399.535736
732,9.0,4,146.237625,-103.71225,104.47155,-404.829468,-182.630264
759,2.0,5,-367.407074,-58.87991,-369.57132,-53.273857,101.77562
1844,4.0,5,165.61615,-36.502232,-65.736481,-292.60614,-238.822723
181,4.0,8,167.621597,16.850672,-48.978474,-254.207062,-269.484497
177,0.0,4,-438.799835,-252.875,-233.136963,-162.858505,378.065002
1632,9.0,4,31.76421,209.166931,-14.464993,-34.516945,-286.277832
1008,4.0,3,143.103287,-146.569,72.667374,-428.12207,-144.20195
1163,7.0,4,-397.592102,255.285477,-406.137329,343.132904,-73.718246
607,0.0,7,-505.661957,-541.292419,-116.385902,-341.197205,674.282471
49,0.0,6,-449.935699,-285.251129,-4.889561,-164.814255,446.526642
531,4.0,3,214.269913,-104.596146,36.450108,-431.618347,-240.352631
944,3.0,3,-447.662384,128.453522,334.258453,215.938293,365.336121
1449,0.0,4,-432.125519,-133.790497,64.42662,-40.494701,305.981964
1176,3.0,3,-449.008423,94.509964,89.005463,224.27298,243.327759
1867,6.0,4,-378.941254,15.487945,175.47464,85.088562,247.658279
867,0.0,5,-466.901093,-409.303589,-39.622345,-246.316513,560.408813
355,1.0,7,27.718378,679.299072,265.913727,340.158539,-679.196655
1218,9.0,5,146.003143,-98.35331,98.362991,-398.137665,-184.01619
97,4.0,4,-6.151479,192.752441,-242.061722,68.131859,-265.820251
758,2.0,4,-455.197266,-176.53125,27.969269,-65.112244,390.809265
286,9.0,5,134.562897,183.572113,38.894806,-130.396835,-339.503723
1458,1.0,4,-276.022552,662.274353,38.915318,540.285461,-377.18222
1138,2.0,3,-353.980072,473.797272,-138.591415,454.748383,-165.023911
1747,2.0,3,-441.403503,29.45764,-337.642792,27.605888,68.643806
1606,8.0,4,-66.796295,173.005432,87.526833,-2.359554,-126.478752
1835,3.0,5,-445.747742,108.910561,276.18457,202.242401,327.317474
1311,3.0,4,-448.03833,142.742538,147.068588,271.827728,257.431
1453,5.0,3,-300.272186,83.235268,54.929848,144.368958,108.033516
8,4.0,5,135.773392,-32.430801,-117.859192,-244.427643,-213.597397
261,8.0,8,-376.210541,138.070877,35.71632,221.118561,150.033417
919,5.0,6,-272.990631,-81.730583,211.698837,-66.238541,203.574707
1184,6.0,5,-467.53067,-148.479904,-79.036552,-51.41695,250.178925
677,8.0,3,-339.16095,188.890015,199.228592,184.481583,109.693695
1802,4.0,6,127.969719,142.449005,96.802132,-183.366547,-308.571747
553,2.0,3,-456.529175,216.840759,-199.948532,273.261475,1.336528
650,3.0,5,-549.972046,161.658051,164.658493,355.000366,324.152527
1481,5.0,3,-469.090668,71.645027,382.222504,173.971298,418.658539
388,1.0,5,79.708122,696.169189,283.907288,314.548035,-725.599426
126,1.0,11,-379.147308,242.340591,-433.07782,329.471008,-80.594353
1111,5.0,3,-379.182739,54.093639,36.181297,151.727066,174.252335
6,6.0,9,-242.030167,-569.657532,266.406647,-619.393372,328.855438
1754,0.0,5,-376.429565,-268.113342,35.896278,-185.704514,394.964447
485,3.0,3,-372.909485,85.155556,357.79834,126.258354,324.435669
1919,8.0,4,-352.504822,131.318161,105.601143,152.597122,184.075348
110,8.0,3,-389.434326,117.120392,-5.13789,223.424316,139.973999
1555,4.0,3,127.80233,105.296478,36.217144,-204.240753,-286.198853
1567,1.0,6,-9.801092,695.110962,243.781876,379.990997,-655.755798
487,2.0,5,-456.134857,211.369232,-233.504166,264.643188,-0.150259
87,0.0,4,-412.624664,-508.066528,-164.726898,-387.739563,550.894104
1658,8.0,3,-271.813324,97.164406,31.107132,126.468048,87.20713
138,3.0,8,-446.161377,92.198555,370.371765,178.672989,390.826172
1206,0.0,3,-449.649017,-421.819885,-226.909927,-306.322205,527.331726
40,8.0,3,-83.37413,137.908142,-282.388672,95.6996,-183.582764
875,6.0,5,-432.434814,-277.364929,206.264221,-207.297729,356.490845
711,2.0,9,-396.010834,35.05455,-316.80426,23.184906,51.852371
119,1.0,12,-377.693726,681.151917,-231.723846,683.278076,-221.216751
900,3.0,8,-476.177979,113.708817,249.476074,242.947083,342.1521
1951,4.0,6,104.577248,26.089371,71.814613,-258.552887,-209.957626
702,0.0,6,-517.360779,-473.445496,-126.825073,-284.169861,635.592834
291,5.0,4,-232.667114,86.513336,-276.908447,141.064728,-89.47644
938,1.0,7,-18.126379,677.402832,230.524994,369.448364,-634.324402
1937,2.0,3,-467.96167,128.162186,-181.099045,178.851135,41.665073
1602,3.0,5,-474.944794,75.24881,269.109833,199.663116,370.84729
1465,6.0,3,-242.41008,-555.014648,248.185089,-600.55719,322.208282
1057,7.0,3,-84.796814,280.464355,-264.028839,171.528961,-273.175598
1657,4.0,4,121.228912,122.311821,37.559334,-186.096878,-287.71756
212,2.0,6,-417.474121,104.296379,-301.741547,86.974915,12.535878
1847,6.0,3,-213.71788,-486.111603,228.04509,-554.905457,263.749634
1082,3.0,7,-447.423889,104.958183,250.616211,203.89032,312.763885
891,8.0,3,-292.244019,221.477005,20.646873,223.215897,28.046505
1063,6.0,7,-270.510742,-554.9729,243.527145,-584.290955,348.505432
1686,2.0,3,-377.886169,143.96637,-229.625641,118.353935,-7.45218
1177,4.0,3,166.461121,6.025772,29.925661,-296.093323,-258.155151
368,1.0,5,-303.246796,509.108917,-202.510117,488.076141,-176.001419
1916,9.0,3,-96.467216,287.779694,-272.369019,199.682953,-267.561401
1480,0.0,4,-471.899689,-555.813477,-164.948532,-401.262238,627.703308
1241,9.0,4,190.520004,125.038879,-101.545448,-158.348404,-367.459229
589,9.0,3,53.308613,-77.599411,-63.190056,-280.175537,-145.746445
283,4.0,3,154.936493,-46.382999,-18.154844,-305.226288,-212.938065
1214,6.0,5,-247.305557,-600.772339,277.617737,-647.5495,346.960022
0,3.0,3,-535.540466,147.087204,157.884216,329.520905,308.194
1091,3.0,9,-518.561768,77.436394,227.736359,240.072876,365.987488
840,6.0,6,-235.549744,-517.356873,244.319458,-572.276794,300.588074
779,9.0,7,111.261383,139.449631,-2.168599,-140.906982,-288.695892
1135,9.0,4,139.273682,122.732147,-17.721128,-165.254272,-310.885956
1594,4.0,3,165.309265,-115.814995,57.486137,-420.785278,-191.253738
611,4.0,6,41.302284,139.389252,-104.975578,-54.794209,-257.396881
648,7.0,4,-29.718382,286.893372,-170.926559,93.733711,-320.775146
171,9.0,5,116.571571,-141.767288,54.069977,-404.187653,-139.827896
1848,0.0,4,-393.081451,-228.956711,137.342819,-171.576233,292.399445
566,5.0,4,-363.419647,33.528046,165.856476,122.627403,227.204803
1083,2.0,4,-425.295624,18.518345,-338.34671,24.421021,77.302971
1216,6.0,6,-237.53035,-568.857178,263.297516,-620.872742,324.419281
1611,0.0,3,-477.310699,-521.50415,-173.816284,-358.182861,627.514648
313,9.0,5,-0.672862,161.326691,-153.334351,16.305647,-232.722885
