id,label,degree,community,x,y,z
CSA_Proud,1486,3,0,-835.874268,-1206.082886,527.925903
md_estrella,1489,3,0,-822.262451,-1021.527405,557.144165
MarciaCM1,1490,6,6,230.225082,-962.926025,612.173706
marylene58,1493,3,4,-233.469986,-1282.764648,682.299988
StopMeltdown,1496,15,1,349.181976,875.563599,-645.866455
GordyFromDaWak,1497,3,1,160.340729,921.694214,-441.79425
Stan_Stinson,1498,5,6,70.689743,-634.078979,1034.53064
AndrewCicchetti,1500,19,1,261.2789,709.927063,-284.568024
catydoodle,1501,3,4,79.381714,-1340.270508,581.107056
pdanielson92056,1504,5,6,283.499664,-960.63147,638.615845
rose10052,1506,9,6,247.129471,-975.102356,622.680054
tcarmistead,1511,5,0,-1076.115356,-907.463623,718.466614
ashdghaskjgdkh2,1513,3,0,-996.080627,-1202.073853,961.046631
johnpatrickgle4,1515,3,0,-971.766052,-1144.716064,956.450256
nbenmargi,1516,4,1,178.9935,797.61322,-514.530823
class_ceiling,1517,4,1,595.526367,932.847534,-367.151978
Bernie2016tv,1518,23,1,670.717834,874.763062,-376.644836
Ninma_,1521,15,1,187.123917,851.25946,-301.753662
Patriot_Girl_TX,1522,6,6,-75.615669,-924.525024,522.53717
BarbaraChartie1,1523,8,0,-815.808533,-1130.847168,670.259705
julieruzicka95,1526,3,0,-1058.807129,-850.81189,499.119507
gqforbes,1527,32,0,-902.13916,-871.354797,563.519592
RogerJStoneJr,1531,7,0,-779.338562,-783.96991,606.709229
nakclahan,1532,6,0,-1031.449707,-1066.170898,434.799438
PPOAGE,1533,5,0,-669.328125,-1085.2854,603.879944
Yolanda1277,1534,4,6,248.790054,-1051.419067,618.408997
maxrafaelwaller,1538,13,1,319.481903,514.949524,-332.766144
grandpooba5440,1540,4,4,-52.753769,-839.146423,354.569427
chi910,1543,3,2,585.472656,-635.555603,-297.688904
s_chelf,1547,3,0,-451.542053,-1085.00293,628.378052
OneSunflowerGrl,1548,4,6,67.315453,-739.041809,1010.011597
CtryGrl719,1551,3,1,205.283234,988.015564,-424.562958
KimMoor20918476,1553,17,0,-957.274963,-1122.817505,693.219543
jsipe2005,1554,4,4,42.923512,-1263.748291,599.368164
45Hillary16,1558,4,2,587.307129,-758.863892,-637.734192
Legionof7,1559,9,1,255.451996,816.746094,-592.768494
NYCRforBernie,1563,7,1,311.286316,1015.134399,-282.648682
RealBenCarson,1567,6,6,45.267838,-482.630524,854.082947
DoctorCara,1568,3,1,-144.392181,-213.65976,259.529236
RushCity4Bernie,1569,24,1,331.547546,641.518677,-207.138046
2016bethechange,1571,6,1,430.970367,930.109009,-474.856842
Nationalist1776,1572,3,0,-906.644287,-1068.007935,328.92276
1718106J,1576,6,0,-842.152832,-899.663574,676.239929
SEC_TL,1578,3,0,-793.492371,-1186.622681,815.784363
ReversingASD,1580,4,0,-787.43457,-1140.875977,583.054688
freespeak3,1581,5,2,363.78653,-660.264771,-546.109375
Hillary4Florida,1582,12,2,488.642395,-663.839905,-640.266541
ShellyLeigh123,1583,8,0,-894.71875,-801.933044,524.054749
laura4fairtax,1588,6,3,-16.604082,-1157.515869,1185.064575
cbs11jack,1590,10,4,17.88394,-1307.587402,789.156982
FOXXXXFIRE5,1591,12,1,701.148682,634.840759,-345.683533
upayr,1593,4,2,307.810944,-434.213287,-264.46994
ninja_kach,1598,12,0,-658.809937,-850.26178,462.421387
erictheteamster,1600,5,1,676.11853,574.072815,-400.513702
angloshok,1602,10,1,466.984924,971.019104,-173.801239
paladinette,1603,15,1,582.303345,952.572205,-239.204636
jbspharmd,1604,29,1,441.511658,811.705017,-665.292603
SharNeal,1605,7,0,-840.493713,-1033.965454,416.885132
RosaR1942,1609,7,6,174.539032,-980.195129,665.850708
ranzo151,1610,19,1,505.37677,853.595032,-394.685059
ShellyKennisto1,1612,5,0,-1044.578003,-976.921631,601.798401
leftygrove,1614,7,1,364.369965,883.748047,-612.506348
BarbMuenchen,1615,10,0,-791.318848,-878.190369,286.925812
FrancesFrancine,1616,4,0,-770.856262,-696.144836,295.260681
TumblrH8r,1617,3,1,403.739136,940.329346,-597.498169
dawngpsalm63,1621,9,0,-952.807007,-1129.857056,585.693787
MarkPontius,1623,25,1,268.310944,1045.621948,-450.262695
Billright50,1624,10,0,-644.155029,-1025.930664,500.718567
swlucas420,1625,3,1,705.16626,632.10614,-528.500061
TheNewDeal,1626,25,1,498.169586,717.08429,-588.318848
lisam02184,1630,5,0,-760.20166,-757.953125,427.637878
DWilliams1001,1631,3,1,214.230286,801.945618,-500.174652
jsalsman,1632,4,1,362.763184,1007.784668,-443.540344
FreeThinkingFan,1633,9,1,328.782532,838.080933,-404.273682
HedinJohn,1634,4,1,354.53299,810.109985,-175.662598
parkerc2112,1636,3,1,687.028503,821.266541,-139.977966
ColdironVicki,1637,4,0,-1005.262451,-1032.424561,432.335693
KatGonzales5,1639,3,4,12.459215,-1284.947754,850.918884
CruzControl2016,1640,9,4,-2.967891,-1297.18689,765.217468
AWorldOutOfMind,1643,3,1,660.503235,857.947571,-635.741028
LVNancy,1644,3,4,-71.964012,-1293.23291,652.05365
Lori_Earp,1646,5,3,-6.804545,-1163.213623,1159.313843
KingTurner,1649,3,1,141.554764,695.795349,-204.117416
jameswicks007,1650,5,1,168.297592,819.786133,-314.736633
HorseShort,1651,5,0,-1071.101563,-1088.702026,418.940552
BellaDog4Bernie,1652,22,1,275.144073,974.472473,-232.036499
Frances_Fisher,1653,26,1,139.641571,768.902893,-360.822754
MichaelvdGalien,1658,6,4,99.37719,-1377.403809,769.08667
Canada4Bernie,1659,18,1,520.123413,664.599365,-465.925507
Max2Min,1660,13,0,-770.171387,-969.86792,687.441162
HispanicsTrump,1663,21,0,-1026.549805,-912.715637,332.2854
Fixer_guy,1665,16,1,459.307495,809.680481,-507.717377
_CFJ_,1666,17,4,-499.50766,-1004.671448,485.379517
Rubberblon,1667,3,4,-497.58847,-1062.943481,457.933624
armpp10044,1670,3,0,-889.691528,-1115.476074,826.933044
kittygonewilde,1671,3,1,201.028809,821.771057,-255.073456
tommytrille912,1672,8,1,583.050781,499.188812,-556.073181
sunaertugrul17,1674,5,1,247.688309,761.621033,-670.130249
serenity82108,1675,11,0,-896.269226,-834.155884,525.320496
Lermont,1676,4,0,-911.031616,-894.468079,655.354431
icefishinglady,1677,3,1,353.905151,825.939514,-694.853149
woodseysmith,1678,12,0,-1049.583862,-951.371094,472.191895
EricTrump,1679,39,0,-956.197266,-827.623352,597.666138
decojeanne,1680,4,1,118.59761,889.329407,-381.135925
texasfreedom101,1681,4,4,66.271507,-974.342407,490.998291
lydiahuxley93,1682,24,1,308.575623,1028.040649,-455.410767
rawgaydilfs,1692,6,1,204.308594,969.969604,-339.486328
LodiSilverado,1694,3,0,-707.273438,-1119.78772,592.228821
KenSnps,1696,6,0,-743.1604,-1088.168579,419.395447
StrengthenTheUS,1697,25,0,-785.416321,-1038.175781,419.221313
KatSchrodinger,1698,3,1,191.026245,924.722839,-635.666138
mariluna329,1699,23,1,485.164001,837.580383,-403.20282
CITIZNWARRIOR,1702,7,1,216.858749,997.135193,-453.940002
KevnNorman,1703,5,1,203.321182,979.959106,-569.132141
WRGalivan3,1704,3,6,234.771942,-935.761047,612.121887
KRansome83,1705,4,1,349.295258,823.170044,-710.817566
ElianaBenador,1706,12,0,-922.836365,-1206.453003,496.995972
buell003,1707,4,1,292.791321,648.78302,-230.442764
Moira1987,1709,5,6,330.126343,-966.862183,561.413574
kalpenn,1712,13,1,168.94574,771.00415,-554.189148
annasijieren,1713,19,1,287.153778,686.393494,-493.282349
ktracycom,1715,3,6,37.439346,-1079.137207,608.676575
RickCanton,1716,5,6,-190.396805,-1161.990967,594.123779
NickKellySays,1721,3,6,-336.467651,473.243958,1405.594849
omalleyforia,1722,3,6,-350.52832,501.205444,1433.814575
CFT1,1724,6,0,-759.664856,-877.669495,448.56839
22C0in,1725,7,2,553.618408,-708.767883,-525.608215
hofmann_mary,1727,3,0,-819.950806,-844.313965,702.413513
leilaibi,1728,8,0,-904.367615,-747.480347,599.689148
BillMajzik,1729,3,0,-881.481567,-705.973511,585.644409
AaronRegunberg,1732,11,1,98.505501,969.708496,-419.069275
bzybee2014,1733,3,1,237.097839,733.682373,-561.64856
e_monsendo,1742,11,0,-850.141846,-746.388855,629.866394
residentfFL,1745,23,0,-915.916016,-954.107971,675.242126
4beautifulworld,1746,4,1,609.14093,882.297363,-398.768982
PoliceFirstNow,1747,5,0,-852.972107,-873.835144,453.370361
CarolHello1,1748,7,0,-1018.367615,-798.640625,508.595734
Hillary2016Pres,1750,5,2,498.707855,-633.157349,-690.219482
GenesSmile,1751,6,4,-69.836235,-1330.93042,657.102905
redrivergrl,1752,4,4,-44.74366,-1361.220215,659.849304
phate_phoenix,1756,4,1,389.408691,913.012573,-484.72525
iLoveLaurynHill,1757,17,1,255.253998,684.304749,-336.774719
loose_shorts,1758,13,1,317.058807,1023.917908,-308.461578
JudiLoera,1765,6,0,-1125.644043,-990.197021,471.641998
jerrodlc,1766,3,6,70.194458,-542.473022,986.095642
coffey_arthur,1767,10,0,-901.566101,-908.385376,537.073608
GailCroceSturm,1768,3,2,509.683899,-663.882202,-632.922852
HillaryforNH,1769,8,2,508.166809,-629.533875,-654.273071
CamelotGypsy,1778,3,1,436.861115,1055.214844,-338.044739
TheYoungTurks,1780,4,1,595.696411,822.866943,-255.953537
Atlanta4Bernie,1785,4,1,242.256226,777.208618,-217.026108
Leepa_Faith,1786,6,1,430.391266,585.700256,-363.422424
buckeyemimi27,1787,12,1,425.136841,637.023315,-255.742371
VeryVeriViral,1792,6,1,183.146194,980.526672,-397.630096
LiveNewsyTweets,1793,20,0,-39.268757,-65.234634,-49.795479
siggyturbo997,1795,3,6,-1029.046997,-1182.209229,460.065155
debra_nicholson,1797,6,1,438.226837,688.322327,-225.615631
lonewolfwriting,1801,3,6,268.121033,-1057.168945,678.581604
KimGOP60,1802,4,6,237.321365,-1100.512207,679.133362
trump2021,1805,3,0,-844.138062,-1068.076538,343.941956
DMRegister,1808,12,2,230.651321,-224.405243,-161.833221
1sonny12,1809,7,2,-613.292786,-1044.562988,509.62912
rsslobodien,1811,7,4,-117.580658,-1142.657227,706.943054
TeaPainUSA,1813,3,2,535.154114,-493.774628,-460.375916
LilBernieTweets,1827,6,1,548.88147,764.125427,-672.685791
rosemarylowe105,1830,4,0,-971.69989,-1099.566895,747.27301
Trump_time,1831,11,0,-1006.745972,-888.92572,466.892609
RoniSeale,1833,17,0,-989.88385,-938.869446,352.980835
deanbarker,1836,3,2,717.432678,-644.419739,-679.761719
PortiaABoulger,1838,5,1,217.488602,715.009521,-576.207397
EMMA__732,1851,9,6,-745.664978,-914.321655,469.306335
VictorB123,1855,6,6,308.220154,-873.688477,564.628235
TroutMaskReplca,1861,13,1,428.562592,1068.452393,-427.249573
mitchellvii,1863,26,0,-923.98468,-1093.304077,709.37616
emgfind,1867,3,1,505.158997,249.100845,-266.487488
DREAMerJ_D,1869,3,2,312.631714,429.216827,-246.283737
morgep65,1871,3,2,547.533508,-703.111877,-762.79541
BernieXVI,1875,13,1,251.710983,659.090271,-571.663635
CardPamcard,1876,3,4,-7.898274,-1399.251465,742.575623
jjmartini21,1881,11,1,581.263672,1030.115479,-348.932007
mazon1957,1882,3,1,679.32666,855.368713,-143.939743
GregsBMC,1884,5,0,-795.868835,-943.617126,487.027893
M2Meee,1886,8,1,209.126221,623.994324,-276.275055
mariashriver,1887,7,1,401.600311,369.007263,-341.088379
PPact,1889,5,2,536.5979,-690.053101,-672.963318
DianaChic1,1890,7,0,-835.40094,-820.526794,568.371765
thehill,1893,25,0,-355.561218,-292.031464,147.578979
DualGrey,1895,3,1,176.239334,750.656128,-335.151276
davidaxelrod,1897,5,4,222.700714,-621.762146,71.498329
HillarysMen,1899,7,2,665.954712,-708.973267,-636.338379
dee3620,1907,10,0,-957.509155,-1120.756592,492.691132
dbongino,1911,5,4,-208.489868,-1183.690552,666.254028
PamelaBauer20,1912,8,0,-978.368591,-1074.110596,289.398895
GoJamielsLawGo,1913,5,0,-1054.065552,-1187.72876,470.508362
feedthepups,1916,5,1,254.774902,1108.963379,-394.079773
VaraBBC,1920,13,0,-427.677856,-542.873657,193.822403
KodiGaddis,1921,7,0,-291.126953,-203.149139,200.763702
QuePasaVallarta,1925,8,1,585.144714,813.926453,-56.353172
pawpatrol2015,1928,4,0,-1025.166016,-938.187805,694.453796
libertarian_now,1932,3,0,-325.772614,-219.929779,269.390717
Katlaya,1934,16,1,580.930237,882.230774,-530.686279
royroberts201,1936,7,0,-925.067749,-922.305481,802.066711
marbethflies,1937,3,1,595.546753,623.826355,-286.510651
pittgriffin,1938,3,1,681.025879,596.677185,-457.474884
stephencbishop,1942,25,1,146.591599,919.855713,-499.320404
JoeFlor56872256,1943,3,0,-1008.380554,-887.725525,610.349731
ChippyTrids62,1950,3,1,536.618408,990.929077,-547.376953
DavidKWilliams,1952,5,4,-449.201538,-1319.936768,608.809753
PittsBern,1953,58,1,568.093567,895.885193,-427.597351
OutFrontCNN,1954,18,0,-765.803589,-733.431702,497.90976
Katealt,1965,3,1,519.684387,570.872803,-301.887787
SusanSarandon,1967,51,1,270.645386,996.593933,-519.111816
pjdl1968,1968,3,6,-709.443237,-1239.096069,464.500885
LandmanMarius,1969,18,0,-794.011108,-1044.623413,609.191101
nikroybal,1971,17,2,498.169128,-519.633362,-546.78009
LeeJRigby85,1973,3,1,325.106201,848.63031,-14.491218
AdamParkhomenko,1976,13,2,596.014282,-643.784241,-534.194214
FreeBeacon,1979,7,0,-540.013733,-735.534119,402.514252
dawn_ley,1980,11,1,395.148132,856.489197,-386.315552
maxlydic,1990,13,0,-988.812378,-1160.078979,529.925171
BrianPearson24,1993,5,1,204.720215,835.613464,-484.162292
mattbeynon,1994,5,5,914.342651,-852.137634,485.875031
HuntingMag,1996,4,0,-857.89502,-1086.547607,874.316956
AlyLovesMovies,2000,13,0,-676.0896,-904.786621,739.092041
freedom3556,2001,7,6,-10.714177,-476.925507,636.265686
derdu1,2002,6,1,238.527359,775.490906,-707.22821
Rapcon,2013,3,4,-383.277008,-605.545105,268.788513
ROCKWITHBECK,2016,7,0,-521.236084,-1180.299927,513.199951
6nsinvt,2018,3,2,532.3396,-347.385162,-509.534851
TheBaxterBean,2019,9,2,346.540924,-27.992939,-334.345215
lily_piecora,2021,3,1,128.917816,743.76825,-368.6315
Andresblanco20,2025,4,6,102.811508,-1020.669678,626.487976
FoxNewsInsider,2029,4,0,-929.032104,-744.420044,491.032867
amantedelibros,2037,4,2,505.596436,-172.221878,-571.892212
APOYODECHILE,2038,6,0,-1057.575317,-954.631287,539.927124
ErinBurnett,2039,24,0,-987.869324,-863.185669,439.845276
MagruderJeanne,2042,4,4,-57.157887,-1280.37085,748.245728
innatevalue,2044,3,1,137.968597,729.682739,-504.482971
thenation,2045,14,1,114.389091,612.266052,-429.006531
ChrisdkOh,2049,16,1,450.485352,1016.215454,-406.306
ksosanie,2052,5,6,-279.631073,359.606689,1302.147217
CJCboi,2053,7,0,-1001.350342,-940.583069,922.015137
cyndiacothervy1,2054,4,0,-928.413452,-1041.319214,932.752625
BarbaraJensen1,2055,4,0,-1135.620483,-1023.424561,587.081299
Bearded_Veggie,2056,4,1,226.927261,880.544861,-272.613129
JebBush,2058,3,6,-361.499451,-728.097961,336.91568
trump_world,2060,7,0,-746.538025,-861.225098,704.245911
cdubgma,2065,15,1,411.68045,854.835449,-664.291443
the_intercept,2075,29,1,301.496155,548.773132,-418.656677
Gbonbon13,2082,4,1,376.075958,645.262207,-249.006805
Morning_Joe,2087,33,0,-851.259766,-789.499634,384.673126
MarkRuffalo,2089,11,1,349.522491,729.001587,-9.866357
Geek4Sanders,2098,3,1,141.380997,912.450806,-626.104736
DanCas2,2099,5,1,458.610718,884.981628,-134.535538
ZBanshee,2101,12,1,402.131592,967.56189,-601.535278
greetandtweet,2105,4,0,-1036.735718,-1078.760986,459.686157
CalebHowe,2106,11,6,127.422241,-1238.932617,559.334961
isaiahsvision,2111,6,4,3.214988,-1176.636108,521.618469
CassLGarrison,2112,13,0,-928.591431,-856.305969,448.798615
revivalstore,2117,7,1,90.39415,540.940735,-402.060486
brendan_hines,2118,33,1,150.798935,836.844116,-528.31665
cfcpac,2119,9,1,642.942322,334.773132,-255.288681
kingdu2020,2121,8,1,528.963501,866.96991,-131.933456
KempBobbi,2124,3,0,-1001.699951,-940.118469,420.607513
prattlandia,2125,10,1,594.604187,891.870789,-281.660339
msladriatico,2126,5,2,574.905212,-751.943542,-658.401123
HootnanyHill,2127,8,1,401.801514,904.739075,-467.761353
vlancaster2016,2129,8,0,-914.312073,-1151.489136,541.097107
MichaelCohen212,2143,10,0,-1102.541626,-887.019714,674.463562
AnsonHeather,2144,5,1,161.849243,742.379578,-487.304871
AnnieMelBrooks,2146,3,0,-935.757751,-885.813354,784.569702
TheresaSchroe14,2147,37,1,434.362427,657.236084,-285.56369
PauseNet,2148,19,1,665.863525,837.499023,-393.915985
AppSame,2152,6,0,-543.436401,-1107.678589,674.061768
garlicbabe,2158,3,1,179.413239,922.104309,-257.819855
ScottSaxman1,2161,6,0,-913.262817,-1061.137817,837.101013
KeepPromise1,2165,5,4,89.390274,-1234.201782,693.60498
synonymoustohat,2168,4,1,572.430542,500.05249,-142.898102
doodlebug0,2173,3,2,700.14917,-666.131104,-589.288208
DumpChumpTrump,2174,6,2,613.400696,-619.939575,-508.425903
Mariann44764635,2179,8,0,-1074.123291,-1090.479736,519.00354
TIMENOUT,2180,9,0,-1000.592651,-1060.036987,392.259674
SteelBackbone,2181,3,0,-1003.250427,-880.170776,476.40329
Jordan_OHIO,2183,36,1,162.059402,819.033813,-361.139893
UmbraeTika,2191,9,1,601.698303,980.480103,-247.276184
DonaldJTrumpJr,2195,30,0,-1000.416931,-1000.680908,416.945709
zokavera3344,2196,7,1,403.977386,520.424744,-506.584167
rtandat,2198,3,0,-1074.536621,-1059.429077,636.804932
Gift2USA,2199,6,2,569.814575,-556.910095,-608.490356
Donkey_Feed,2200,5,2,508.512848,-272.50943,-526.804382
MIstudentBernie,2202,4,1,539.896484,1049.165771,-290.941437
MMG_411984,2204,10,1,637.732849,725.987,-659.207397
ChiliPeppers,2206,5,1,283.863892,924.390991,-154.187805
lakehouseus,2207,4,0,-931.659363,-880.122681,741.358704
scout1881,2208,8,0,-773.25415,-782.689148,420.851379
jamenta,2210,12,1,497.897919,771.113037,-716.141968
BookBenL,2213,6,1,488.248993,496.595398,-233.49646
milkvamp,2220,14,1,620.723206,722.995056,-563.939758
lucasbros,2233,19,1,118.905052,776.195801,-546.263184
graygoods,2234,11,1,561.442566,485.272614,-469.074738
redletter99,2237,4,0,-872.589172,-866.787476,664.405945
PresSanders1,2245,6,1,467.586426,984.634888,-210.344833
USMCLiberal,2246,33,1,461.495758,920.330017,-346.930664
ValuesCommon,2248,4,2,538.139954,-712.010071,-645.857483
FemsHaveBallz,2250,9,0,-911.507263,-1205.528809,469.719879
NancycBa1,2260,7,0,-832.029175,-940.331543,556.080017
BLUpfront,2261,3,1,648.15686,837.422607,-107.612457
beebalm1104,2269,3,1,424.007019,754.288086,-129.816132
SAVforBernie,2270,3,1,381.447021,786.242065,5.224436
dawnellemurray,2272,3,0,-1040.30542,-1175.336304,403.070129
flwest66,2281,5,1,632.821838,865.523865,-554.078613
BerniesBerners,2282,4,1,675.545898,1009.952637,-528.677368
CelebrateTheWin,2283,4,0,-759.456116,-1072.631226,619.069885
wavesofeuphoria,2284,6,1,436.912659,1005.92688,-692.147644
CtBrokerRoks,2286,4,0,-1065.972778,-799.989624,691.40564
SandraKH8,2288,7,0,-931.602966,-826.401917,694.508484
Trumpette2017,2289,4,0,-1047.811646,-859.043274,831.34668
RichardAngwin,2295,13,1,380.684509,626.081116,-253.365372
sailor_guy,2299,6,1,200.402054,917.285461,-602.720642
JonCarlinShea,2300,6,1,440.409698,751.299377,-813.362671
ABC,2303,3,0,-76.639626,-121.963646,-141.016953
Vel154,2304,9,1,278.115967,489.878754,-239.864258
EskelinLyn,2312,5,1,620.296936,788.524902,-267.105835
RPCVmama,2313,6,1,429.087921,994.937988,-530.701172
ParalegalGeorge,2314,3,0,-1019.577087,-914.447083,283.306488
TamiDurling,2315,9,0,-981.377991,-1157.418945,434.815155
BetterWorldBob,2318,4,1,351.15506,840.544373,-91.800392
feelthebernorg,2321,22,1,161.866348,795.062866,-537.717041
Cher326,2322,5,1,504.35025,919.557251,-519.214478
hume712,2323,4,0,-1072.604126,-1133.349854,512.472107
Trump__Support,2324,4,0,-1087.12146,-1224.302124,583.918213
AliceNCantrell,2328,4,1,638.848633,590.48584,-772.795837
JT_Krochko,2329,3,1,707.785767,541.713623,-564.728699
mightyones1968,2333,5,0,-884.231384,-1158.399292,337.281342
MelikeNCIS,2334,4,0,-882.757629,-1192.275269,322.923584
spubu2,2336,7,4,-19.926012,-1254.537964,669.255615
Loxodonta_s,2342,3,4,45.187378,-1090.552368,498.362396
aaSANDesign,2343,5,4,-3.800342,-1294.873047,573.366333
DADNALDTRUMP,2348,3,0,-1020.204041,-1006.254211,385.956116
MikeBates,2354,6,4,102.292732,-721.790649,544.196594
92bulldogBob,2355,3,0,-969.278137,-1162.738647,703.012451
cyrakhureen,2363,3,0,-1055.482544,-1003.077759,469.755127
AshVanWankster9,2368,3,1,83.917641,850.265381,-564.698975
platozkv,2369,5,1,518.868591,812.230164,-268.726654
WendyKnox64,2371,10,1,431.34787,1103.514404,-504.598816
KroegerIA01,2372,25,1,487.400299,1114.671265,-467.188782
Nig_Clarke,2378,4,1,654.167847,588.470764,-418.173798
ManMet80,2379,17,2,523.787964,-667.553284,-668.623352
mhalle,2380,4,2,455.355713,-460.248352,-570.223999
SueSabo,2391,8,0,-1019.10022,-1136.985107,665.302002
theAlexHanson,2392,4,6,-28.512053,-162.570175,785.6828
GladBilly,2397,7,1,411.695801,1056.878418,-309.283844
Rictracee,2399,6,1,615.26178,651.192688,-401.561493
meganspecia,2404,7,1,377.468231,598.507813,-340.432831
Gardeningdiva11,2405,3,1,644.103699,727.903625,-198.941086
trekkerteach12,2406,15,1,546.214111,778.659546,-278.181549
Shawn_Thompson_,2413,7,1,478.394928,893.284912,-723.714417
TheBernReport,2414,20,1,562.199585,942.974304,-628.096313
McdonnellKJ,2417,12,1,535.101074,875.195007,-460.624573
DeborahPavek,2418,4,1,451.415314,485.043121,-464.049316
ctdulcimer,2419,6,1,517.145935,523.128052,-461.841705
SaveFreedomUSA,2421,10,0,-774.566284,-762.511902,476.267578
RedNationRising,2431,14,0,-548.423462,-1134.905518,691.214661
scrowder,2434,5,4,-165.213013,-458.620361,170.049591
just_old_joe,2435,5,4,-109.633095,-1197.966553,605.4375
IL_for_Bernie,2436,7,1,362.566986,835.606079,-504.213196
ProgressivGreen,2437,5,1,140.250488,374.946381,-341.825348
nousgnostic,2438,3,0,-865.762512,-1151.283691,498.447021
billybop813,2439,3,2,-571.3255,-1012.506165,598.1604
throughthechaff,2441,3,1,457.79306,458.393738,-463.899384
coolepairc,2442,11,1,510.71048,790.47821,-651.090027
FrankLuntz,2443,48,1,164.259888,147.46608,-67.581337
JChamberlin68,2444,3,0,-960.140015,-768.538574,620.589722
ShennaFoxMusic,2445,11,0,-959.574097,-725.125732,466.527252
HarryGodwinson,2446,7,1,317.967407,662.570862,-186.410248
pm57teacher,2450,3,1,591.154236,943.260864,-391.355804
nn99org,2451,8,1,562.765686,984.4729,-285.285767
SmallBiz4Trump,2452,5,0,-546.065491,-796.888489,306.791565
stace_johnston,2454,8,1,311.827118,687.232727,-35.430264
staceycomfort,2455,4,1,566.81958,818.967224,-262.093597
dswinfield,2456,3,1,805.816406,777.497864,-373.094635
Diszident,2457,4,1,819.505371,763.923767,-364.06665
GatorsEite23,2464,14,1,178.521973,772.805176,-308.234375
wattafrog,2465,4,0,-293.817078,-130.18457,194.410736
MPrestrepo2334,2468,6,0,-938.592957,-1059.184082,800.653259
OhioForSanders,2475,7,1,555.978699,1057.497803,-534.04303
EPS1991,2479,4,0,-772.460815,-778.253906,284.237305
AndyHearn09,2481,3,1,367.218292,599.091248,-34.870773
LikeAnOilWell,2482,3,1,166.361145,957.558167,-343.619568
ZaidJilani,2483,8,1,217.070755,844.812134,-200.236374
IFYOUVOTE,2488,3,1,62.615993,100.227303,-155.37001
DayJojo771980,2490,4,2,588.744934,-681.820129,-558.698181
BornToBeGOP,2498,11,0,-1123.607666,-940.075317,419.022949
branstew,2503,4,1,220.173065,433.090088,-216.01564
ShaktiLila,2511,12,1,670.321716,762.144043,-224.772934
hippietreehugr,2514,7,1,204.695236,940.499146,-419.647278
estherprosser14,2515,5,0,-603.133179,-730.112732,317.017426
pedocles,2518,4,1,426.64566,637.992615,-348.228271
magnifier661,2520,16,0,-872.503174,-1115.971191,616.412781
len_volkel,2527,7,0,-1053.937866,-1014.706299,748.725891
Michelle_Kleppe,2534,14,2,557.921936,-649.588196,-714.917114
RemoveFromPower,2539,6,6,96.218468,-1271.477539,698.596313
bimmerella,2547,5,2,459.414734,-13.72372,-339.763092
deray,2554,3,1,153.031906,544.317261,-596.44989
oldtrooper75,2556,5,0,-788.469543,-1171.012695,414.846985
FeelTheBernNC,2558,6,1,515.0979,915.582642,-636.491943
lbragen,2559,6,1,517.749146,647.699158,-602.892151
DFW4Bernie,2560,13,1,533.115845,674.935425,-538.241089
mbelaze,2561,6,1,642.747437,976.534302,-620.691345
cscorbett,2562,3,4,111.108475,-1292.352173,634.096802
carold501,2563,9,4,20.011225,-1309.049316,695.440735
abowersock,2564,13,1,504.927856,984.637329,-546.209229
LouisianaBernie,2565,13,1,558.142822,721.670959,-624.201843
2noame,2566,6,1,156.715469,693.566223,-451.771362
MaddieEsquire,2569,4,2,-301.002411,-548.745544,118.867149
WilburnZac,2572,8,1,705.548401,798.660217,-334.701508
KatyinIndy,2574,4,4,36.521767,-1378.167847,653.746704
KristineQ930,2577,3,0,-906.216248,-1131.514282,711.060364
bja222,2579,8,1,479.187408,606.195923,-305.92157
LiliaChacon,2580,9,1,496.819031,623.338623,-334.579803
TeresaC85469500,2586,4,0,-881.559021,-838.743408,663.654968
WrateJames,2587,5,2,583.122437,-535.153503,-672.949524
imfabulous13,2588,5,2,584.945007,-67.056458,-529.768921
danahaswell,2591,10,1,298.890137,645.264954,-199.497971
xdelmar59,2592,13,2,616.248169,-591.420288,-578.51593
KSITESL,2593,3,2,481.96521,-397.915588,-596.259827
gortsf,2594,9,1,267.94632,741.932617,-256.509216
MrMattMcKenzie,2595,5,1,367.182739,1031.932983,-466.443512
jimjimzen,2599,6,1,444.769196,444.525574,-349.599976
investorsplan,2601,14,0,-827.498291,-823.472412,418.679688
CNNgo,2602,4,0,-135.61058,58.565983,-55.297806
NYDailyNews,2603,3,2,236.09761,-287.434082,-266.840546
Mikerollin3,2607,8,0,-777.506714,-1033.709106,785.410706
lynnarobe,2609,4,1,339.11441,706.139465,-666.083679
ToConservatives,2613,6,1,743.998901,780.582825,-376.306305
iowateamtrump,2619,4,0,-984.370789,-851.16333,497.778534
gdebenedetti,2622,22,1,285.018127,580.190552,-385.888458
GodandtheBear,2624,28,1,431.478943,811.55603,-180.090088
Itsfullofstarz,2632,8,1,240.549561,969.429565,-493.254761
BerniesGal,2633,4,1,294.974091,972.437195,-382.131714
DRJAMESCABOT,2634,5,0,-934.296387,-1043.403198,279.732178
monique1731,2635,8,1,488.301453,833.55542,-322.454529
DCHarris5,2637,11,0,-1042.93457,-1022.944275,589.625854
Henrylewski,2639,4,0,-824.665955,-1150.542358,625.064636
emilyslist,2640,3,2,682.269409,-717.995544,-692.716492
glennbeck,2642,4,4,-191.551498,-1203.288086,692.273987
